,Unnamed: 0,steamId,title,history_link,required_age,is_free,controller_support,release_date,category.Single-player,category.Multi-player,category.PvP,category.Online PvP,category.Shared/Split Screen PvP,category.Co-op,category.Online Co-op,category.Shared/Split Screen Co-op,category.Shared/Split Screen,category.Steam Achievements,category.Full controller support,category.Steam Trading Cards,category.Steam Cloud,category.Remote Play on TV,category.Remote Play Together,genre.Action,genre.Indie,developer,publisher,supported_language.English,category.Partial Controller Support,genre.RPG,category.Remote Play on Phone,category.Remote Play on Tablet,category.In-App Purchases,genre.Adventure,genre.Simulation,genre.Strategy,genre.Casual,category.For one player,category.For multiple players,category.Cooperative game,category.Cooperative (online),category.Controller (fully),category.Collectible cards,category.Subtitles available,category.Remote Play on the tablet,genre.Action games,genre.Early Access,category.Cross-Platform Multiplayer,category.Steam Leaderboards,category.One player,category.Multiplayer,category.Full compatibility with control,category.Remote Play no celular,category.Remote Play no tablet,category.Remote Play na TV,category.Stats,fullgame,category.Downloadable Content,category.Captions available,category.Steam Workshop,category.Includes level editor,category.LAN Co-op,category.LAN PvP,category.steam cloud,category.MMO,genre.Massively Multiplayer,genre.Sports,category.VR Support,category.Single player,category.PvP in share / split screen,category.Shared/split screen,category.Crossplat multiplayer,category.Steam Achievement,category.Steam Trading Card,category.Steam turn notification,category.Remote Play on your tablet,genre.strategy,category.SteamVR Collectibles,genre.Adventure games,genre.Role-playing games,genre.Racing,category.Valve Anti-Cheat enabled,category.Steam cloud,category.Remote Play on your smartphone,category.Against players,category.Against players (online),genre.Multiplayer games,genre.Simulators,category.Commentary available,category.Cooperation,genre.action,genre.Free to Play,category.Against players (LAN),category.Against players (general screen),category.Cooperative (LAN),category.Co-op (general screen),category.General screen,category.Cross-platform play,category.Steam Turn Notifications,supported_language.Russian,supported_language.German,supported_language.French,supported_language.Italian,genre.Race,category.Partial controller support,genre.simulation,genre.Design & Illustration,genre.Web Publishing,genre.Casual games,genre.Animation & Modeling,genre.Game Development,genre.Accounting,genre.Audio Production,genre.Education,genre.Photo Editing,genre.Software Training,genre.Utilities,genre.Video Production,genre.Violent,number_of_demos,num_of_game_videos,num_of_dlc,num_of_packages_game_is_in,metacritic_score,windows_supported,mac_supported,linux_supported,total_steam_recommendations
10,10,632360,Risk of Rain 2,https://isthereanydeal.com/game/riskofrainii/history/,0,False,full,2020-08-11,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,Hopoo Games,Gearbox Publishing,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,2,2,0.85,1,0,0,117807.0
11,11,570940,Dark Souls Remastered,https://isthereanydeal.com/game/darksoulsremastered/history/,0,False,full,2018-05-23,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,QLOC,"FromSoftware, Inc",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,1,,1,0,0,36155.0
12,12,475550,Beholder,https://isthereanydeal.com/game/beholder/history/,1,False,full,2016-11-09,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,Warm Lamp Games,Alawar Premium,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,2,1,0.75,1,1,1,15571.0
13,13,581320,Insurgency: Sandstorm,https://isthereanydeal.com/game/insurgencysandstorm/history/,0,False,,2018-12-12,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,False,New World Interactive,Focus Home Interactive,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,23,5,0.78,1,0,0,67146.0
14,14,275850,No Man's Sky,https://isthereanydeal.com/game/nomanssky/history/,0,False,full,2016-08-12,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,False,Hello Games,Hello Games,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,14,0,1,0.61,1,0,0,173560.0
15,15,1466860,Age of Empires IV,https://isthereanydeal.com/game/ageofempiresiv/history/,0,False,,2021-10-28,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,Relic Entertainment,Xbox Game Studios,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,2,2,0.81,1,0,0,20803.0
16,16,1118010,Monster Hunter World: Iceborne,https://isthereanydeal.com/game/monsterhunterworldiceborne/history/,0,False,,2020-01-09,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,"{'appid': '582010', 'name': 'Monster Hunter: World'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,10,0,1,,1,0,0,14610.0
17,17,1092790,Inscryption,https://isthereanydeal.com/game/inscryption/history/,0,False,,2021-10-19,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,Daniel Mullins Games,Devolver Digital,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1,1,,1,0,0,44191.0
18,18,1140290,Murder by Numbers,https://isthereanydeal.com/game/murderbynumbers/history/,0,False,full,2020-03-06,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,Mediatonic,The Irregular Corporation,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,1,1,0.79,1,0,0,706.0
19,19,1151640,Horizon Zero Dawn™ Complete Edition,https://isthereanydeal.com/game/horizonzerodawncompleteedition/history/,16,False,full,2020-08-07,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,Guerrilla,PlayStation PC LLC,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,0,1,,1,0,0,50110.0
20,20,292030,The Witcher 3: Wild Hunt,https://isthereanydeal.com/game/witcheriiiwildhunt/history/,0,False,full,2015-05-18,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,CD PROJEKT RED,CD PROJEKT RED,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,22,3,0.93,1,0,0,544363.0
21,21,1147550,Not For Broadcast,https://isthereanydeal.com/game/notforbroadcast/history/,0,False,full,2020-01-30,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,NotGames,tinyBuild,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,1,1,,1,0,0,4850.0
22,22,526870,Satisfactory,https://isthereanydeal.com/game/satisfactory/history/,0,False,,2020-06-08,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,Coffee Stain Studios,Coffee Stain Publishing,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,0,1,,1,0,0,73473.0
