,Unnamed: 0,steamId,title,history_link,required_age,is_free,controller_support,release_date,category.Single-player,category.Multi-player,category.PvP,category.Online PvP,category.Shared/Split Screen PvP,category.Co-op,category.Online Co-op,category.Shared/Split Screen Co-op,category.Shared/Split Screen,category.Steam Achievements,category.Full controller support,category.Steam Trading Cards,category.Steam Cloud,category.Remote Play on TV,category.Remote Play Together,genre.Action,genre.Indie,developer,publisher,supported_language.English,category.Partial Controller Support,genre.RPG,category.Remote Play on Phone,category.Remote Play on Tablet,category.In-App Purchases,genre.Adventure,genre.Simulation,genre.Strategy,genre.Casual,category.For one player,category.For multiple players,category.Cooperative game,category.Cooperative (online),category.Controller (fully),category.Collectible cards,category.Subtitles available,category.Remote Play on the tablet,genre.Action games,genre.Early Access,category.Cross-Platform Multiplayer,category.Steam Leaderboards,category.One player,category.Multiplayer,category.Full compatibility with control,category.Remote Play no celular,category.Remote Play no tablet,category.Remote Play na TV,category.Stats,fullgame,category.Downloadable Content,category.Captions available,category.Steam Workshop,category.Includes level editor,category.LAN Co-op,category.LAN PvP,category.steam cloud,category.MMO,genre.Massively Multiplayer,genre.Sports,category.VR Support,category.Single player,category.PvP in share / split screen,category.Shared/split screen,category.Crossplat multiplayer,category.Steam Achievement,category.Steam Trading Card,category.Steam turn notification,category.Remote Play on your tablet,genre.strategy,category.SteamVR Collectibles,genre.Adventure games,genre.Role-playing games,genre.Racing,category.Valve Anti-Cheat enabled,category.Steam cloud,category.Remote Play on your smartphone,category.Against players,category.Against players (online),genre.Multiplayer games,genre.Simulators,category.Commentary available,category.Cooperation,genre.action,genre.Free to Play,category.Against players (LAN),category.Against players (general screen),category.Cooperative (LAN),category.Co-op (general screen),category.General screen,category.Cross-platform play,category.Steam Turn Notifications,supported_language.Russian,supported_language.German,supported_language.French,supported_language.Italian,genre.Race,category.Partial controller support,genre.simulation,genre.Design & Illustration,genre.Web Publishing,genre.Casual games,genre.Animation & Modeling,genre.Game Development,genre.Accounting,genre.Audio Production,genre.Education,genre.Photo Editing,genre.Software Training,genre.Utilities,genre.Video Production,genre.Violent,number_of_demos,num_of_game_videos,num_of_dlc,num_of_packages_game_is_in,metacritic_score,windows_supported,mac_supported,linux_supported,total_steam_recommendations
151,151,1404210,Red Dead Online,https://isthereanydeal.com/game/reddeadonline/history/,0,False,,2020-12-01,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,Rockstar Games,Rockstar Games,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,1,,1,0,0,34745.0
152,152,348550,GUILTY GEAR XX ACCENT CORE PLUS R,https://isthereanydeal.com/game/guiltygearxxaccentcoreplusr/history/,0,False,full,2015-05-26,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,Arc System Works,Arc System Works,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,0,1,,1,0,0,3169.0
153,153,587260,Tokyo Xanadu eX+,https://isthereanydeal.com/game/tokyoxanaduexplus/history/,0,False,full,2017-12-08,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,Nihon Falcom,Aksys Games,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,3,1,,1,0,0,1023.0
154,154,666140,My Time At Portia,https://isthereanydeal.com/game/mytimeatportia/history/,0,False,full,2019-01-15,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,Pathea Games,Team17,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,4,1,0.73,1,0,0,27302.0
155,155,6220,FlatOut,https://isthereanydeal.com/game/flatout/history/,0,False,,2007-02-02,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bugbear Entertainment,Strategy First,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,2,0.72,1,0,0,3188.0
156,156,1238840,Battlefield 1,https://isthereanydeal.com/game/battlefieldi/history/,18,False,full,2020-06-11,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,DICE,Electronic Arts,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,7,1,,1,0,0,52989.0
157,157,310950,Street Fighter V,https://isthereanydeal.com/game/streetfighterv/history/,0,False,full,2016-02-15,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,Capcom,Capcom,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,44,16,4,0.89,1,0,0,21258.0
158,158,870780,Control,https://isthereanydeal.com/game/control/history/,16,False,full,2020-08-27,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,Remedy Entertainment,505 Games,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,0,1,0.85,1,0,0,21058.0
159,159,646910,The Crew 2,https://isthereanydeal.com/game/crewii/history/,0,False,,2018-06-28,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,Ivory Tower,Ubisoft,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,1,3,,1,0,0,46703.0
160,160,631510,Devil May Cry HD Collection,https://isthereanydeal.com/game/devilmaycryhdcollection/history/,16,False,full,2018-03-13,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,4,1,,1,0,0,3030.0
161,161,387290,Ori and the Blind Forest: Definitive Edition,https://isthereanydeal.com/game/oriandblindforestdefinitiveedition/history/,0,False,full,2016-04-27,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,Moon Studios GmbH,Xbox Game Studios,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,2,1,0.88,1,0,0,44352.0
162,162,418240,Shadow Tactics: Blades of the Shogun,https://isthereanydeal.com/game/shadowtacticsbladesofshogun/history/,0,False,full,2016-12-06,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,Mimimi Games,Daedalic Entertainment,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,2,1,0.85,1,1,1,24154.0
163,163,805550,Assetto Corsa Competizione,https://isthereanydeal.com/game/assettocorsacompetizione/history/,0,False,,2019-05-29,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Kunos Simulazioni,505 Games,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7,4,1,0.77,1,0,0,12501.0
164,164,585450,Shadows: Awakening,https://isthereanydeal.com/game/shadowsawakening/history/,16,False,full,2018-08-31,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,Games Farm,Kalypso Media,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,3,1,0.77,1,0,0,1315.0
165,165,466560,Northgard,https://isthereanydeal.com/game/northgard/history/,0,False,,2018-03-07,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,True,Shiro Games,Shiro Unlimited,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,8,1,0.8,1,1,1,32143.0
166,166,1522090,Stellaris: Nemesis,https://isthereanydeal.com/game/stellarisnemesis/history/,0,False,,2021-04-15,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,Paradox Development Studio,Paradox Interactive,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"{'appid': '281990', 'name': 'Stellaris'}",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,0,1,,1,1,1,1421.0
167,167,396900,GRIP: Combat Racing,https://isthereanydeal.com/game/gripcombatracing/history/,0,False,full,2018-11-06,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,Caged Element Inc.,Wired Productions,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,24,1,0.8,1,0,0,2631.0
168,168,270880,American Truck Simulator,https://isthereanydeal.com/game/americantrucksimulator/history/,0,False,,2016-02-02,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,SCS Software,SCS Software,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,11,30,1,0.76,1,1,1,77773.0
169,169,1178880,Panzer Dragoon: Remake,https://isthereanydeal.com/game/panzerdragoonremake/history/,0,False,full,2020-09-25,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,MegaPixel Studio S. A.,Forever Entertainment S. A.,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,1,,1,0,0,388.0
170,170,768520,The Red Solstice 2: Survivors,https://isthereanydeal.com/game/redsolsticeiisurvivors/history/,0,False,,2021-06-17,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,Ironward,505 Games,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,11,6,1,,1,0,0,2020.0
171,171,518790,theHunter™: Call of the Wild,https://isthereanydeal.com/game/thehuntercallofwild/history/,0,False,full,2017-02-16,True,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,Expansive Worlds,Expansive Worlds,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,31,1,,1,0,0,83182.0
172,172,311690,Enter the Gungeon,https://isthereanydeal.com/game/entergungeon/history/,0,False,full,2016-04-05,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,Dodge Roll,Devolver Digital,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,1,0.84,1,1,1,56725.0
173,173,291650,Pillars of Eternity Hero Edition,https://isthereanydeal.com/game/pillarsofeternityheroedition/history/,0,False,,2015-03-26,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,Obsidian Entertainment,Paradox Interactive,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,3,3,0.89,1,1,1,12521.0
174,174,49520,Borderlands 2,https://isthereanydeal.com/game/borderlandsii/history/,0,False,full,2012-10-25,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Gearbox Software,2K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,48,3,0.89,1,1,1,174582.0
175,175,678950,Dragon Ball FighterZ,https://isthereanydeal.com/game/dragonballfighterz/history/,0,False,full,2018-01-26,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,Arc System Works,BANDAI NAMCO Entertainment,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,28,3,0.85,1,0,0,33849.0
176,176,703080,Planet Zoo,https://isthereanydeal.com/game/planetzoo/history/,0,False,,2019-11-05,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,Frontier Developments,Frontier Developments ,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,10,2,0.81,1,0,0,43899.0
177,177,576770,Low Magic Age,https://isthereanydeal.com/game/lowmagicage/history/,0,False,,2017-01-10,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,Low Magic Studios,Low Magic Studios,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,0,1,,1,0,0,2232.0
178,178,394360,Hearts of Iron IV: Cadet Edition,https://isthereanydeal.com/game/heartsofironivcadetedition/history/,0,False,,2016-06-06,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,Paradox Development Studio,Paradox Interactive,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,16,1,0.83,1,1,1,118771.0
179,179,1449690,The Walking Dead: The Telltale Definitive Series,https://isthereanydeal.com/game/walkingdeadtelltaledefinitiveseries/history/,18,False,full,2020-10-29,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Skybound Games,Skybound Games,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,1,,1,0,0,1770.0
180,180,883710,RESIDENT EVIL 2 / BIOHAZARD RE:2 Standard Edition,https://isthereanydeal.com/game/residenteviliibiohazardreiistandardedition/history/,18,False,full,2019-01-24,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,13,3,0.89,1,0,0,66375.0
181,181,617830,SUPERHOT VR,https://isthereanydeal.com/game/superhotvr/history/,0,False,,2017-05-25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,SUPERHOT Team,SUPERHOT Team,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,0,3,0.83,1,0,0,6179.0
182,182,424840,Little Nightmares,https://isthereanydeal.com/game/littlenightmares/history/,0,False,full,2017-04-27,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,Tarsier Studios,BANDAI NAMCO Entertainment,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,7,2,0.81,1,0,0,29017.0
183,183,447040,Watch_Dogs® 2,https://isthereanydeal.com/game/watchdogsii/history/,0,False,,2016-11-28,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Ubisoft,Ubisoft,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,30,3,,1,0,0,49586.0
184,184,372360,Tales of Symphonia,https://isthereanydeal.com/game/talesofsymphonia/history/,0,False,full,2016-02-01,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,BANDAI NAMCO Entertainment Inc.,BANDAI NAMCO Entertainment,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,1,,1,0,0,3255.0
185,185,304390,For Honor,https://isthereanydeal.com/game/forhonor/history/,0,False,,2017-02-13,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,Ubisoft Montreal,Ubisoft,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,8,4,0.76,1,0,0,64523.0
186,186,1016920,Unrailed!,https://isthereanydeal.com/game/unrailed/history/,0,False,full,2020-09-23,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,Indoor Astronaut,Daedalic Entertainment,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1,3,0.77,1,1,1,7734.0
187,187,727130,Between the Stars,https://isthereanydeal.com/game/betweenstars/history/,0,False,,2019-05-28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,Isolated Games,Isolated Games,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1,1,,1,0,0,1322.0
188,188,235460,METAL GEAR RISING: REVENGEANCE,https://isthereanydeal.com/game/metalgearrisingrevengeance/history/,18,False,full,2014-01-09,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,PlatinumGames,Konami Digital Entertainment,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,1,0.83,1,0,0,20369.0
189,189,1063580,Aeon's End,https://isthereanydeal.com/game/aeonsend/history/,0,False,,2019-09-17,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,False,True,Handelabra Games Inc.,Handelabra Games Inc.,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,4,1,,1,1,1,195.0
190,190,1314563,Destiny 2: Beyond Light,https://isthereanydeal.com/game/destinyiibeyondlight/history/,0,False,full,2020-11-10,True,True,True,True,False,True,True,False,False,True,True,False,False,True,False,True,False,Bungie,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"{'appid': '1085660', 'name': 'Destiny 2'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,10,0,3,,1,0,0,3710.0
